1,2,3,4,5,6,7,8,9,10
0.14211011996308828,0.2570330295555113,0.24590121088935935,0.28347637629849437,0.29264198245688106,0.3117070061901516,0.30262985949019205,0.3183273924765231,0.29185388909998533,0.16994268229182374
0.25864741467180535,0.36869500183955467,0.23997643761698262,0.3922312491078663,0.48113903615378273,0.5040399836752091,0.48465932051073274,0.5111609700785882,0.48893151026431286,0.29281085960478725
0.24928880605866874,0.2435650770099899,0.0,0.31336964192013317,0.5186096585665949,0.5701573975227331,0.5324656264638532,0.55865364704274,0.5145867636504001,0.3202694796774446
0.2978992889065808,0.3865215931548463,0.27596737454337833,0.3820282547551985,0.48099227387048327,0.49071075164403916,0.484351722848475,0.5161528981530067,0.4925121078883722,0.30431461008478033
0.31995384024623896,0.4839576761700271,0.40565497192417416,0.26961437707452507,0.2902133682346106,0.2960979326622477,0.41748441404655784,0.5376043168215713,0.5185614079529074,0.31314447238959153
0.34800956166327907,0.48563036411119354,0.3329332553281745,1.0,1.0,1.0,0.27417607051023013,0.47817363385423894,0.49670991127918407,0.2940513024650032
0.32530965836555065,0.48837863864914366,0.44509180684475164,0.28368144140666623,0.30529771633866304,0.28880806911096235,0.3304644322611645,0.29302999780861794,0.3987531237246257,0.28347838674073134
0.3289586110256673,0.5118706561882417,0.551422086316327,0.5015007951299048,0.534584632581629,0.4901056085307085,0.2968417962899299,0.0,0.24116862986351106,0.24764024342434604
0.29324712557021165,0.4933223161098747,0.5240137272995941,0.5081392753964089,0.532017297845007,0.5026105592447171,0.400912338687141,0.2391501458575843,0.368757325548901,0.2582553784355945
0.1690058162093916,0.2885467116201551,0.3149659330562944,0.2997046660353878,0.30956387476553215,0.29118240139283436,0.28191627312259876,0.2458469289489609,0.2577004963781883,0.1424518951433747
